Num,Character,CHRCount,CHR/million,logCHR,CHR-CD,CHR-CD%,logCHR-CD,Pinyin,Pinyin (no tone),tone,initial,final,IDS,lvl1_structure,components
1053,欧,3677,78.5,3.5655,1135,18.18,3.055,ōu,ou,1,,ou,⿰区欠,⿰,⿰区欠
1054,殴,391,8.35,2.5922,291,4.66,2.4639,ōu,ou,1,,ou,⿰区殳,⿰,⿰区殳
1055,垄,47,1,1.6721,37,0.59,1.5682,lǒng,long,3,l,ong,⿱龙土,⿱,⿱龙土
1056,妻,8809,188.06,3.9449,2994,47.96,3.4763,qī,qi,1,q,i,⿱⿻十⿻コ一女,⿱,⿱⿻十⿻コ一女
1057,轰,882,18.83,2.9455,537,8.6,2.73,hōng,hong,1,h,ong,⿱车双,⿱,⿱车双
1058,顷,30,0.64,1.4771,26,0.42,1.415,qǐng,qing,3,q,ing,⿰匕页,⿰,⿰匕页
1059,转,13740,293.33,4.138,4538,72.69,3.6569,zhuǎn,zhuan,3,zh,uan,⿰车专,⿰,⿰车专
1060,斩,219,4.68,2.3404,186,2.98,2.2695,zhǎn,zhan,3,zh,an,⿰车斤,⿰,⿰车斤
1061,轮,5082,108.49,3.706,2450,39.24,3.3892,lún,lun,2,l,un,⿰车仑,⿰,⿰车仑
1062,软,2239,47.8,3.3501,1466,23.48,3.1661,ruǎn,ruan,3,r,uan,⿰车欠,⿰,⿰车欠
1063,到,290231,6196.08,5.4627,6243,100,3.7954,dào,dao,4,d,ao,⿰至刂,⿰,⿰至刂
1064,非,39443,842.06,4.596,5873,94.07,3.7689,fēi,fei,1,f,ei,非,S,非
1065,叔,5419,115.69,3.7339,1102,17.65,3.0422,shū,shu,1,sh,u,⿰尗又,⿰,⿰尗又
1066,歧,692,14.77,2.8401,470,7.53,2.6721,qí,qi,2,q,i,⿰止支,⿰,⿰止支
1067,肯,22710,484.83,4.3562,5427,86.93,3.7346,kěn,ken,3,k,en,⿱止月,⿱,⿱止月
1068,齿,1572,33.56,3.1965,905,14.5,2.9566,chǐ,chi,3,ch,i,齿,S,齿
1069,些,113122,2415.02,5.0535,6229,99.78,3.7944,xiē,xie,1,x,ie,⿱此二,⿱,⿱此二
1070,卓,450,9.61,2.6532,204,3.27,2.3096,zhuó,zhuo,2,zh,uo,⿱⺊早,⿱,⿱⺊早
1071,虎,1745,37.25,3.2418,779,12.48,2.8915,hǔ,hu,3,h,u,⿸虍几,⿸,⿸虍几
1072,虏,213,4.55,2.3284,134,2.15,2.1271,lǔ,lu,3,l,u,⿸虍力,⿸,⿸虍力
1073,肾,794,16.95,2.8998,367,5.88,2.5647,shèn,shen,4,sh,en,⿱⿰〢又月,⿱,⿱⿰〢又月
1074,贤,593,12.66,2.7731,135,2.16,2.1303,xián,xian,2,x,ian,⿱⿰〢又贝,⿱,⿱⿰〢又贝
1075,尚,2594,55.38,3.414,1106,17.72,3.0438,shàng,shang,4,sh,ang,⿱⺌冋,⿱,⿱⺌冋
1076,旺,498,10.63,2.6972,246,3.94,2.3909,wàng,wang,4,w,ang,⿰日王,⿰,⿰日王
1077,具,8138,173.74,3.9105,3540,56.7,3.549,jù,ju,4,j,u,⿱⿴且一八,⿱,⿱⿴且一八
1078,味,11803,251.98,4.072,4466,71.54,3.6499,wèi,wei,4,w,ei,⿰口未,⿰,⿰口未
1079,果,91471,1952.79,4.9613,6216,99.57,3.7935,guǒ,guo,3,g,uo,⿻日木,⿻,⿻日木
1080,昆,532,11.36,2.7259,209,3.35,2.3201,kūn,kun,1,k,un,⿱日比,⿱,⿱日比
1081,国,40712,869.15,4.6097,5187,83.09,3.7149,guó,guo,2,g,uo,⿴囗玉,⿴,⿴囗玉
1082,哎,1665,35.55,3.2214,864,13.84,2.9365,āi,ai,1,,ai,⿰口艾,⿰,⿰口艾
1083,咕,391,8.35,2.5922,160,2.56,2.2041,gū,gu,1,g,u,⿰口古,⿰,⿰口古
1084,昌,232,4.95,2.3655,57,0.91,1.7559,chāng,chang,1,ch,ang,⿱日日,⿱,⿱日日
1085,呵,1650,35.23,3.2175,634,10.16,2.8021,hē,he,1,h,e,⿰口可,⿰,⿰口可
1086,畅,668,14.26,2.8248,523,8.38,2.7185,chàng,chang,4,ch,ang,⿰申𠃓,⿰,⿰申𠃓
1087,明,69749,1489.06,4.8435,6202,99.34,3.7925,míng,ming,2,m,ing,⿰日月,⿰,⿰日月
1088,易,11949,255.1,4.0773,4346,69.61,3.6381,yì,yi,4,y,i,⿱日勿,⿱,⿱日勿
1089,咙,615,13.13,2.7889,477,7.64,2.6785,lóng,long,2,l,ong,⿰口龙,⿰,⿰口龙
1090,昂,1104,23.57,3.043,559,8.95,2.7474,áng,ang,2,,ang,⿱日卬,⿱,⿱日卬
1091,迪,11033,235.54,4.0427,1687,27.02,3.2271,dí,di,2,d,i,⿺辶由,⿺,⿺辶由
1092,典,3276,69.94,3.5153,1798,28.8,3.2548,diǎn,dian,3,d,ian,⿱⑥八,⿱,⿱⑥八
1093,固,1948,41.59,3.2896,1358,21.75,3.1329,gù,gu,4,g,u,⿴囗古,⿴,⿴囗古
1094,忠,2383,50.87,3.3771,1371,21.96,3.137,zhōng,zhong,1,zh,ong,⿱中心,⿱,⿱中心
1095,呻,138,2.95,2.1399,100,1.6,2,shēn,shen,1,sh,en,⿰口申,⿰,⿰口申
1096,咒,1840,39.28,3.2648,718,11.5,2.8561,zhòu,zhou,4,zh,ou,⿱吅几,⿱,⿱吅几
1097,咋,426,9.09,2.6294,298,4.77,2.4742,zǎ,za,3,z,a,⿰口乍,⿰,⿰口乍
1098,咐,350,7.47,2.5441,294,4.71,2.4683,fù,fu,4,f,u,⿰口付,⿰,⿰口付
1099,呼,8561,182.77,3.9325,3524,56.45,3.547,hū,hu,1,h,u,⿰口乎,⿰,⿰口乎
1100,鸣,548,11.7,2.7388,347,5.56,2.5403,míng,ming,2,m,ing,⿰口鸟,⿰,⿰口鸟
1101,咏,125,2.67,2.0969,26,0.42,1.415,yǒng,yong,3,y,ong,⿰口永,⿰,⿰口永
1102,呢,77341,1651.14,4.8884,6196,99.25,3.7921,ne,ne,0,n,e,⿰口尼,⿰,⿰口尼
1103,咄,89,1.9,1.9494,43,0.69,1.6335,duō,duo,1,d,uo,⿰口出,⿰,⿰口出
1104,咖,5252,112.12,3.7203,2205,35.32,3.3434,kā,ka,1,k,a,⿰口加,⿰,⿰口加
1105,岸,1693,36.14,3.2287,881,14.11,2.945,àn,an,4,,an,⿱山厈,⿱,⿱山厈
1106,岩,962,20.54,2.9832,339,5.43,2.5302,yán,yan,2,y,an,⿱山石,⿱,⿱山石
1107,帖,262,5.59,2.4183,135,2.16,2.1303,tiē,tie,1,t,ie,⿰巾占,⿰,⿰巾占
1108,罗,18448,393.84,4.2659,2899,46.44,3.4622,luó,luo,2,l,uo,⿱罒夕,⿱,⿱罒夕
1109,帜,224,4.78,2.3502,114,1.83,2.0569,zhì,zhi,4,zh,i,⿰巾只,⿰,⿰巾只
1110,帕,3830,81.77,3.5832,903,14.46,2.9557,pà,pa,4,p,a,⿰巾白,⿰,⿰巾白
1111,岭,104,2.22,2.017,58,0.93,1.7634,lǐng,ling,3,l,ing,⿰山令,⿰,⿰山令
1112,凯,7371,157.36,3.8675,1051,16.83,3.0216,kǎi,kai,3,k,ai,⿰岂几,⿰,⿰岂几
1113,败,6462,137.96,3.8104,2819,45.15,3.4501,bài,bai,4,b,ai,⿰贝攵,⿰,⿰贝攵
1114,账,1953,41.69,3.2907,1062,17.01,3.0261,zhàng,zhang,4,zh,ang,⿰贝长,⿰,⿰贝长
1115,贩,1470,31.38,3.1673,705,11.29,2.8482,fàn,fan,4,f,an,⿰贝反,⿰,⿰贝反
1116,贬,196,4.18,2.2923,168,2.69,2.2253,biǎn,bian,3,b,ian,⿰贝乏,⿰,⿰贝乏
1117,购,2016,43.04,3.3045,1147,18.37,3.0596,gòu,gou,4,g,ou,⿰贝勾,⿰,⿰贝勾
1118,贮,75,1.6,1.8751,46,0.74,1.6628,zhù,zhu,4,zh,u,⿰贝㝉,⿰,⿰贝㝉
1119,图,10910,232.92,4.0378,3770,60.39,3.5763,tú,tu,2,t,u,⿴囗冬,⿴,⿴囗冬
1120,钓,1086,23.18,3.0358,592,9.48,2.7723,diào,diao,4,d,iao,⿰钅勺,⿰,⿰钅勺
1121,制,16519,352.66,4.218,4821,77.22,3.6831,zhì,zhi,4,zh,i,⿰⿻牛冂刂,⿰,⿰⿻牛冂刂
1122,知,211542,4516.16,5.3254,6239,99.94,3.7951,zhī,zhi,1,zh,i,⿰矢口,⿰,⿰矢口
1123,迭,121,2.58,2.0828,72,1.15,1.8573,dié,die,2,d,ie,⿺辶失,⿺,⿺辶失
1124,氛,741,15.82,2.8698,587,9.4,2.7686,fēn,fen,1,f,en,⿹气分,⿹,⿹气分
1125,垂,668,14.26,2.8248,534,8.55,2.7275,chuí,chui,2,ch,ui,⿳丿⑥一,⿳,⿳丿⑥一
1126,牧,1896,40.48,3.2778,695,11.13,2.842,mù,mu,4,m,u,⿰牛攵,⿰,⿰牛攵
1127,物,30079,642.15,4.4783,5603,89.75,3.7484,wù,wu,4,w,u,⿰牛勿,⿰,⿰牛勿
1128,乖,2424,51.75,3.3845,1119,17.92,3.0488,guāi,guai,1,g,uai,⿻千北,⿻,⿻千北
1129,刮,920,19.64,2.9638,625,10.01,2.7959,guā,gua,1,g,ua,⿰舌刂,⿰,⿰舌刂
1130,秆,9,0.19,0.9542,6,0.1,0.7782,gǎn,gan,3,g,an,⿰禾干,⿰,⿰禾干
1131,和,155937,3329.06,5.1929,6224,99.7,3.7941,hé,he,2,h,e,⿰禾口,⿰,⿰禾口
1132,季,6585,140.58,3.8186,3829,61.33,3.5831,jì,ji,4,j,i,⿱禾子,⿱,⿱禾子
1133,委,5183,110.65,3.7146,1420,22.75,3.1523,wěi,wei,3,w,ei,⿱禾女,⿱,⿱禾女
1134,秉,68,1.45,1.8325,38,0.61,1.5798,bǐng,bing,3,b,ing,⿻禾⿻コ一,⿻,⿻禾⿻コ一
1135,佳,2309,49.29,3.3634,1321,21.16,3.1209,jiā,jia,1,j,ia,⿰亻圭,⿰,⿰亻圭
1136,侍,515,10.99,2.7118,288,4.61,2.4594,shì,shi,4,sh,i,⿰亻寺,⿰,⿰亻寺
1137,岳,218,4.65,2.3385,124,1.99,2.0934,yuè,yue,4,y,ue,⿱丘山,⿱,⿱丘山
1138,供,5801,123.84,3.7635,2865,45.89,3.4571,gòng,gong,4,g,ong,⿰亻共,⿰,⿰亻共
1139,使,16913,361.07,4.2282,4913,78.7,3.6913,shǐ,shi,3,sh,i,⿰亻吏,⿰,⿰亻吏
1140,例,3309,70.64,3.5197,2015,32.28,3.3043,lì,li,4,l,i,⿰亻列,⿰,⿰亻列
1141,侠,1188,25.36,3.0748,367,5.88,2.5647,xiá,xia,2,x,ia,⿰亻夹,⿰,⿰亻夹
1142,侥,126,2.69,2.1004,116,1.86,2.0645,yáo,yao,2,y,ao,⿰亻尧,⿰,⿰亻尧
1143,版,2708,57.81,3.4326,1446,23.16,3.1602,bǎn,ban,3,b,an,⿰片反,⿰,⿰片反
1144,侄,785,16.76,2.8949,466,7.46,2.6684,zhí,zhi,2,zh,i,⿰亻至,⿰,⿰亻至
1145,侦,2536,54.14,3.4041,1033,16.55,3.0141,zhēn,zhen,1,zh,en,⿰亻贞,⿰,⿰亻贞
1146,侣,886,18.92,2.9474,566,9.07,2.7528,lǚ,lü,3,l,ü,⿰亻吕,⿰,⿰亻吕
1147,侧,1407,30.04,3.1483,830,13.29,2.9191,cè,ce,4,c,e,⿰亻则,⿰,⿰亻则
1148,凭,1820,38.85,3.2601,1328,21.27,3.1232,píng,ping,2,p,ing,⿱任几,⿱,⿱任几
1149,侨,15,0.32,1.1761,13,0.21,1.1139,qiáo,qiao,2,q,iao,⿰亻乔,⿰,⿰亻乔
1150,佩,2476,52.86,3.3938,856,13.71,2.9325,pèi,pei,4,p,ei,⿰亻𫥞,⿰,⿰亻𫥞
1151,货,5929,126.58,3.773,2493,39.93,3.3967,huò,huo,4,h,uo,⿱化贝,⿱,⿱化贝
1152,侈,179,3.82,2.2529,155,2.48,2.1903,chǐ,chi,3,ch,i,⿰亻多,⿰,⿰亻多
1153,依,3656,78.05,3.563,2101,33.65,3.3224,yī,yi,1,y,i,⿰亻衣,⿰,⿰亻衣
1154,卑,1014,21.65,3.006,746,11.95,2.8727,bēi,bei,1,b,ei,⿱⿻白丿十,⿱,⿱⿻白丿十
1155,的,1762079,37618.23,6.246,6243,100,3.7954,de,de,0,d,e,⿰白勺,⿰,⿰白勺
1156,迫,3159,67.44,3.4995,2043,32.72,3.3103,pò,po,4,p,o,⿺辶白,⿺,⿺辶白
1157,质,5831,124.48,3.7657,2698,43.22,3.431,zhì,zhi,4,zh,i,⿸𠂆⿱十贝,⿸,⿸𠂆⿱十贝
1158,欣,1870,39.92,3.2718,1264,20.25,3.1017,xīn,xin,1,x,in,⿰斤欠,⿰,⿰斤欠
1159,征,2504,53.46,3.3986,1552,24.86,3.1909,zhēng,zheng,1,zh,eng,⿰彳正,⿰,⿰彳正
1160,往,11516,245.85,4.0613,4269,68.38,3.6303,wǎng,wang,3,w,ang,⿰彳主,⿰,⿰彳主
1161,爬,2192,46.8,3.3408,1306,20.92,3.1159,pá,pa,2,p,a,⿺爪巴,⿺,⿺爪巴
1162,彼,3774,80.57,3.5768,1561,25,3.1934,bǐ,bi,3,b,i,⿰彳皮,⿰,⿰彳皮
1163,径,1475,31.49,3.1688,1002,16.05,3.0009,jìng,jing,4,j,ing,⿰彳𢀖,⿰,⿰彳𢀖
1164,所,100444,2144.36,5.0019,6232,99.82,3.7946,suǒ,suo,3,s,uo,⿰戶斤,⿰,⿰戶斤
1165,舍,1482,31.64,3.1708,802,12.85,2.9042,shě,she,3,sh,e,⿱人舌,⿱,⿱人舌
1166,金,19210,410.11,4.2835,4403,70.53,3.6437,jīn,jin,1,j,in,⿱人⿻王丷,⿱,⿱人⿻王丷
1167,刹,533,11.38,2.7267,311,4.98,2.4928,shā,sha,1,sh,a,⿰杀刂,⿰,⿰杀刂
1168,命,25014,534.02,4.3982,5227,83.73,3.7183,mìng,ming,4,m,ing,⿱亼叩,⿱,⿱亼叩
1169,肴,45,0.96,1.6532,39,0.62,1.5911,yáo,yao,2,y,ao,⿱㐅有,⿱,⿱㐅有
1170,斧,330,7.05,2.5185,190,3.04,2.2788,fǔ,fu,3,f,u,⿱父斤,⿱,⿱父斤
1171,爸,53025,1132.02,4.7245,4326,69.29,3.6361,bà,ba,4,b,a,⿱父巴,⿱,⿱父巴
1172,采,3150,67.25,3.4983,1855,29.71,3.2683,cǎi,cai,3,c,ai,⿱爫木,⿱,⿱爫木
1173,觅,177,3.78,2.248,136,2.18,2.1335,mì,mi,4,m,i,⿱爫见,⿱,⿱爫见
1174,受,38688,825.94,4.5876,6019,96.41,3.7795,shòu,shou,4,sh,ou,⿱⿱爫冖又,⿱,⿱⿱爫冖又
1175,乳,1605,34.26,3.2055,857,13.73,2.933,rǔ,ru,3,r,u,⿰孚乚,⿰,⿰孚乚
1176,贪,726,15.5,2.8609,560,8.97,2.7482,tān,tan,1,t,an,⿱今贝,⿱,⿱今贝
1177,念,7530,160.76,3.8768,3418,54.75,3.5338,niàn,nian,4,n,ian,⿱今心,⿱,⿱今心
1178,贫,873,18.64,2.941,530,8.49,2.7243,pín,pin,2,p,in,⿱分贝,⿱,⿱分贝
1179,忿,17,0.36,1.2304,11,0.18,1.0414,fèn,fen,4,f,en,⿱分心,⿱,⿱分心
1180,肤,1874,40.01,3.2728,1153,18.47,3.0618,fū,fu,1,f,u,⿰月夫,⿰,⿰月夫
1181,肺,1157,24.7,3.0633,624,10,2.7952,fèi,fei,4,f,ei,⿰月巿,⿰,⿰月巿
1182,肢,615,13.13,2.7889,429,6.87,2.6325,zhī,zhi,1,zh,i,⿰月支,⿰,⿰月支
1183,肿,1176,25.11,3.0704,596,9.55,2.7752,zhǒng,zhong,3,zh,ong,⿰月中,⿰,⿰月中
1184,胀,320,6.83,2.5051,262,4.2,2.4183,zhàng,zhang,4,zh,ang,⿰月长,⿰,⿰月长
1185,朋,32843,701.16,4.5164,5675,90.9,3.754,péng,peng,2,p,eng,⿰月月,⿰,⿰月月
1186,股,5724,122.2,3.7577,2489,39.87,3.396,gǔ,gu,3,g,u,⿰月殳,⿰,⿰月殳
1187,肮,658,14.05,2.8182,502,8.04,2.7007,āng,ang,1,,ang,⿰月亢,⿰,⿰月亢
1188,肪,291,6.21,2.4639,179,2.87,2.2529,fáng,fang,2,f,ang,⿰月方,⿰,⿰月方
1189,肥,2292,48.93,3.3602,1172,18.77,3.0689,féi,fei,2,f,ei,⿰月巴,⿰,⿰月巴
1190,服,24279,518.33,4.3852,5496,88.03,3.74,fú,fu,2,f,u,⿰月𠬝,⿰,⿰月𠬝
1191,胁,3269,69.79,3.5144,1830,29.31,3.2625,xié,xie,2,x,ie,⿰月办,⿰,⿰月办
1192,周,21092,450.29,4.3241,4996,80.03,3.6986,zhōu,zhou,1,zh,ou,⿵⺆𠮷,⿵,⿵⺆𠮷
1193,昏,1875,40.03,3.273,1130,18.1,3.0531,hūn,hun,1,h,un,⿱氏日,⿱,⿱氏日
1194,鱼,7224,154.22,3.8588,2253,36.09,3.3528,yú,yu,2,y,u,⿳𠂊田一,⿳,⿳𠂊田一
1195,兔,1452,31,3.162,611,9.79,2.786,tù,tu,4,t,u,⿷免丶,⿷,⿷免丶
1196,狐,626,13.36,2.7966,271,4.34,2.433,hú,hu,2,h,u,⿰犭瓜,⿰,⿰犭瓜
1197,忽,1572,33.56,3.1965,1173,18.79,3.0693,hū,hu,1,h,u,⿱勿心,⿱,⿱勿心
1198,狗,13978,298.41,4.1454,3042,48.73,3.4832,gǒu,gou,3,g,ou,⿰犭句,⿰,⿰犭句
1199,狞,20,0.43,1.301,16,0.26,1.2041,níng,ning,2,n,ing,⿰犭宁,⿰,⿰犭宁
1200,备,27669,590.7,4.442,5661,90.68,3.7529,bèi,bei,4,b,ei,⿱夂田,⿱,⿱夂田
1201,饰,1873,39.99,3.2725,1226,19.64,3.0885,shì,shi,4,sh,i,⿰饣⿱𠂉巾,⿰,⿰饣⿱𠂉巾
1202,饱,744,15.88,2.8716,608,9.74,2.7839,bǎo,bao,3,b,ao,⿰饣包,⿰,⿰饣包
1203,饲,118,2.52,2.0719,88,1.41,1.9445,sì,si,4,s,i,⿰饣司,⿰,⿰饣司
1204,变,30205,644.84,4.4801,5828,93.35,3.7655,biàn,bian,4,b,ian,⿱亦又,⿱,⿱亦又
1205,京,1329,28.37,3.1235,392,6.28,2.5933,jīng,jing,1,j,ing,⿳亠口小,⿳,⿳亠口小
1206,享,5485,117.1,3.7392,2894,46.36,3.4615,xiǎng,xiang,3,x,iang,⿳亠口子,⿳,⿳亠口子
1207,庞,747,15.95,2.8733,346,5.54,2.5391,páng,pang,2,p,ang,⿸广龙,⿸,⿸广龙
1208,店,11021,235.28,4.0422,3434,55.01,3.5358,diàn,dian,4,d,ian,⿸广占,⿸,⿸广占
1209,夜,9438,201.49,3.9749,3703,59.31,3.5686,yè,ye,4,y,e,⿱亠⿰亻⿴夂丶,⿱,⿱亠⿰亻⿴夂丶
1210,庙,298,6.36,2.4742,150,2.4,2.1761,miào,miao,4,m,iao,⿸广由,⿸,⿸广由
1211,府,4402,93.98,3.6437,1737,27.82,3.2398,fǔ,fu,3,f,u,⿸广付,⿸,⿸广付
1212,底,20210,431.46,4.3056,5431,86.99,3.7349,dǐ,di,3,d,i,⿸广氐,⿸,⿸广氐
1213,疟,67,1.43,1.8261,40,0.64,1.6021,nuè,nue,4,n,ue,⿸疒⿻匚一,⿸,⿸疒⿻匚一
1214,疙,155,3.31,2.1903,130,2.08,2.1139,gē,ge,1,g,e,⿸疒乞,⿸,⿸疒乞
1215,疚,711,15.18,2.8519,555,8.89,2.7443,jiù,jiu,4,j,iu,⿸疒久,⿸,⿸疒久
1216,剂,2915,62.23,3.4646,1461,23.4,3.1647,jì,ji,4,j,i,⿰齐刂,⿰,⿰齐刂
1217,卒,171,3.65,2.233,125,2,2.0969,zú,zu,2,z,u,⿱𠅃十,⿱,⿱𠅃十
1218,郊,431,9.2,2.6345,342,5.48,2.534,jiāo,jiao,1,j,iao,⿰交阝,⿰,⿰交阝
1219,庚,9,0.19,0.9542,8,0.13,0.9031,gēng,geng,1,g,eng,⿸广⿻⿻コ一人,⿸,⿸广⿻⿻コ一人
1220,废,3755,80.16,3.5746,2188,35.05,3.34,fèi,fei,4,f,ei,⿸广发,⿸,⿸广发
1221,净,3065,65.43,3.4864,1969,31.54,3.2942,jìng,jing,4,j,ing,⿰冫争,⿰,⿰冫争
1222,盲,662,14.13,2.8209,440,7.05,2.6435,máng,mang,2,m,ang,⿱亡目,⿱,⿱亡目
1223,放,46528,993.32,4.6677,6122,98.06,3.7869,fàng,fang,4,f,ang,⿰方攵,⿰,⿰方攵
1224,刻,9844,210.16,3.9932,4038,64.68,3.6062,kè,ke,4,k,e,⿰亥刂,⿰,⿰亥刂
1225,育,3232,69,3.5095,1730,27.71,3.238,yù,yu,4,y,u,⿱𠫓月,⿱,⿱𠫓月
1226,氓,650,13.88,2.8129,364,5.83,2.5611,máng,mang,2,m,ang,⿰亡民,⿰,⿰亡民
1227,闸,189,4.03,2.2765,87,1.39,1.9395,zhá,zha,2,zh,a,⿵门甲,⿵,⿵门甲
1228,闹,3057,65.26,3.4853,1915,30.67,3.2822,nào,nao,4,n,ao,⿵门市,⿵,⿵门市
1229,郑,284,6.06,2.4533,142,2.27,2.1523,zhèng,zheng,4,zh,eng,⿰关阝,⿰,⿰关阝
1230,券,663,14.15,2.8215,409,6.55,2.6117,quàn,quan,4,q,uan,⿱龹刀,⿱,⿱龹刀
1231,卷,3334,71.18,3.523,1875,30.03,3.273,juàn,juan,4,j,uan,⿱龹㔾,⿱,⿱龹㔾
1232,单,18894,403.36,4.2763,5302,84.93,3.7244,dān,dan,1,d,an,⿱丷⿻甲一,⿱,⿱丷⿻甲一
1233,炬,449,9.59,2.6522,151,2.42,2.179,jù,ju,4,j,u,⿰火巨,⿰,⿰火巨
1234,炒,1708,36.46,3.2325,832,13.33,2.9201,chǎo,chao,3,ch,ao,⿰火少,⿰,⿰火少
1235,炊,27,0.58,1.4314,23,0.37,1.3617,chuī,chui,1,ch,ui,⿰火欠,⿰,⿰火欠
1236,炕,4,0.09,0.6021,2,0.03,0.301,kàng,kang,4,k,ang,⿰火亢,⿰,⿰火亢
1237,炎,825,17.61,2.9165,499,7.99,2.6981,yán,yan,2,y,an,⿱火火,⿱,⿱火火
1238,炉,1109,23.68,3.0449,738,11.82,2.8681,lú,lu,2,l,u,⿰火户,⿰,⿰火户
1239,沫,304,6.49,2.4829,238,3.81,2.3766,mò,mo,4,m,o,⿰氵末,⿰,⿰氵末
1240,浅,728,15.54,2.8621,531,8.51,2.7251,qiǎn,qian,3,q,ian,⿰氵戋,⿰,⿰氵戋
1241,法,60750,1296.94,4.7835,6091,97.57,3.7847,fǎ,fa,3,f,a,⿰氵去,⿰,⿰氵去
1242,泄,1630,34.8,3.2122,1105,17.7,3.0434,xiè,xie,4,x,ie,⿰氵世,⿰,⿰氵世
1243,沽,17,0.36,1.2304,13,0.21,1.1139,gū,gu,1,g,u,⿰氵古,⿰,⿰氵古
1244,河,3471,74.1,3.5405,1428,22.87,3.1547,hé,he,2,h,e,⿰氵可,⿰,⿰氵可
1245,沾,790,16.87,2.8976,611,9.79,2.786,zhān,zhan,1,zh,an,⿰氵占,⿰,⿰氵占
1246,泪,1268,27.07,3.1031,808,12.94,2.9074,lèi,lei,4,l,ei,⿰氵目,⿰,⿰氵目
1247,沮,827,17.66,2.9175,595,9.53,2.7745,jǔ,ju,3,j,u,⿰氵且,⿰,⿰氵且
1248,油,10553,225.29,4.0234,3172,50.81,3.5013,yóu,you,2,y,ou,⿰氵由,⿰,⿰氵由
1249,泊,334,7.13,2.5237,236,3.78,2.3729,bó,bo,2,b,o,⿰氵白,⿰,⿰氵白
1250,沿,877,18.72,2.943,650,10.41,2.8129,yán,yan,2,y,an,⿰氵⿱几口,⿰,⿰氵⿱几口
1251,泡,2747,58.65,3.4389,1453,23.27,3.1623,pào,pao,4,p,ao,⿰氵包,⿰,⿰氵包
1252,注,15259,325.76,4.1835,4984,79.83,3.6976,zhù,zhu,4,zh,u,⿰氵主,⿰,⿰氵主
1253,泣,563,12.02,2.7505,408,6.54,2.6107,qì,qi,4,q,i,⿰氵立,⿰,⿰氵立
1254,泞,26,0.56,1.415,21,0.34,1.3222,nìng,ning,4,n,ing,⿰氵宁,⿰,⿰氵宁
1255,泻,142,3.03,2.1523,116,1.86,2.0645,xiè,xie,4,x,ie,⿰氵写,⿰,⿰氵写
1256,泌,171,3.65,2.233,141,2.26,2.1492,mì,mi,4,m,i,⿰氵必,⿰,⿰氵必
1257,泳,2361,50.4,3.3731,1027,16.45,3.0116,yǒng,yong,3,y,ong,⿰氵永,⿰,⿰氵永
1258,泥,1472,31.43,3.1679,893,14.3,2.9509,ní,ni,2,n,i,⿰氵尼,⿰,⿰氵尼
1259,沸,198,4.23,2.2967,163,2.61,2.2122,fèi,fei,4,f,ei,⿰氵弗,⿰,⿰氵弗
1260,沼,433,9.24,2.6365,183,2.93,2.2625,zhǎo,zhao,3,zh,ao,⿰氵召,⿰,⿰氵召
1261,波,7341,156.72,3.8658,2154,34.5,3.3332,bō,bo,1,b,o,⿰氵皮,⿰,⿰氵皮
1262,泼,588,12.55,2.7694,401,6.42,2.6031,pō,po,1,p,o,⿰氵发,⿰,⿰氵发
1263,泽,1733,37,3.2388,698,11.18,2.8439,zé,ze,2,z,e,⿰氵𠬤,⿰,⿰氵𠬤
1264,治,11940,254.9,4.077,3437,55.05,3.5362,zhì,zhi,4,zh,i,⿰氵台,⿰,⿰氵台
1265,怔,7,0.15,0.8451,6,0.1,0.7782,zhēng,zheng,1,zh,eng,⿰忄正,⿰,⿰忄正
1266,怯,181,3.86,2.2577,157,2.51,2.1959,qiè,qie,4,q,ie,⿰忄去,⿰,⿰忄去
1267,怖,3202,68.36,3.5054,1495,23.95,3.1746,bù,bu,4,b,u,⿰忄布,⿰,⿰忄布
1268,性,28102,599.94,4.4487,5317,85.17,3.7257,xìng,xing,4,x,ing,⿰忄生,⿰,⿰忄生
1269,怕,17550,374.67,4.2443,5107,81.8,3.7082,pà,pa,4,p,a,⿰忄白,⿰,⿰忄白
1270,怜,4027,85.97,3.605,2368,37.93,3.3744,lián,lian,2,l,ian,⿰忄令,⿰,⿰忄令
1271,怪,17328,369.93,4.2387,5039,80.71,3.7023,guài,guai,4,g,uai,⿰忄圣,⿰,⿰忄圣
1272,怡,100,2.13,2,69,1.11,1.8388,yí,yi,2,y,i,⿰忄台,⿰,⿰忄台
1273,学,41964,895.88,4.6229,5516,88.35,3.7416,xué,xue,2,x,ue,⿳𭕄冖子,⿳,⿳𭕄冖子
1274,宝,18858,402.6,4.2755,4210,67.44,3.6243,bǎo,bao,3,b,ao,⿱宀玉,⿱,⿱宀玉
1275,宗,1751,37.38,3.2433,977,15.65,2.9899,zōng,zong,1,z,ong,⿱宀示,⿱,⿱宀示
1276,定,81657,1743.28,4.912,6219,99.62,3.7937,dìng,ding,4,d,ing,⿱宀𤴓,⿱,⿱宀𤴓
1277,宠,1199,25.6,3.0788,814,13.04,2.9106,chǒng,chong,3,ch,ong,⿱宀龙,⿱,⿱宀龙
1278,宜,1454,31.04,3.1626,1040,16.66,3.017,yí,yi,2,y,i,⿱宀且,⿱,⿱宀且
1279,审,6285,134.18,3.7983,1853,29.68,3.2679,shěn,shen,3,sh,en,⿱宀申,⿱,⿱宀申
